Keyword,Score
Mac Lean,0.00018251302611021979
Ben Bella,0.0004894702922051858
président Johnson,0.0006479622938848703
Nations Unies,0.0006981901888581439
Lloyd George,0.0007026625039702703
Liddell Hart,0.0007888364415498594
Moyen Orient,0.0008501956283196741
Anciens Etablissements,0.0008671729710294501
GRÈVE GÉNÉRALE,0.0008702942677091238
général Van,0.0010004533121511154
Président Macia,0.0011273225911947952
Grande Harmonie,0.0011341441722187008
Marché commun,0.0012192934181311308
Van Overstraeten,0.0012363265054145204
Jean Giraudoux,0.001237333920632337
service social,0.0012556765770309689
Nations Unies,0.00127328264849563
don Jaime,0.0013299336182470056
Lloyd George,0.001410373447389172
Cercle Africain,0.0014140706628767267
secrétaire d’Etat,0.0014580845482043375
roi Alexandre,0.0014589360690943796
pcs Goals,0.0014601276122426872
Noury Saïd,0.0015148062588462388
l’Union soviétique,0.0015517516181242858
Bay City,0.0015638802821333565
Nations Unies,0.0016442530543215766
projet Romsée,0.0016560321765796853
DEUXIEME EPREUVE,0.001721366431874222
roi Léopold,0.0017426571009370945
Quartier Général,0.00178168119847205
Ligue belge,0.0017875219759470832
Banque Nationale,0.0017928166574197376
Haute Autorité,0.001826831611753146
Mac Donald,0.0019212155738429406
franc français,0.001952030626881595
van Zeeland,0.001960464273179062
Henri TROYAT,0.002022818596114416
travaux publics,0.002064800276216249
Jules Romains,0.002070716583256347
Conseil d’Etat,0.0021010251640356395
San Francisco,0.002124384813903364
Roi n’a,0.002129125201876662
Marché commun,0.002138834826001534
Don Juan,0.00215187156318658
roi Léopold,0.0021793833615503335
général Burns,0.002181104589079167
Admis d'une,0.0022157943419757404
Ligne Staline,0.0022158001192380283
manière satisfaisante,0.0022167924491540434
New York,0.002259093626800036
NEW YORK,0.002313163496448086
mariage putatif,0.0023371316694751915
maréchal Staline,0.0024008128304760317
revenu national,0.002428490811112949
général Franco,0.0024397007938909993
force internationale,0.0024429774564010166
l’Administration militaire,0.0024602922703189775
AGENCE ROSSEL,0.0024616275019146224
LOUIS FONSNY,0.002612635467533714
Nations Unies,0.002627841454287477
AGENCE ROSSEL,0.00263294061237031
président Mao,0.002705918153861356
roi Léopold,0.0027330267853307353
Conseil économique,0.0027452861255818444
Malade imaginaire,0.0027538899276088004
grandes villes,0.0027910758473052625
von Falkenhausen,0.0029260806686819546
gouvernement polonais,0.002946884343174586
Lord Home,0.002955305265873717
MICK MICHEYL,0.002955950130867136
communauté populaire,0.002960156026543458
PREMIERE EPREUVE,0.002968285666237583
général Naguib,0.002975914743125246
Grand Conseil,0.003006686458659985
Marché commun,0.0030085068722525243
général Kassern,0.003012233892635909
garde suisse,0.0030834795258936655
Léopold III,0.0030871018303056555
docteur Klar,0.003125922426186453
GEORGES LEMMEN,0.0031686247631048403
nouveau gouvernement,0.003189448979038704
LUCKY LUKE,0.003194246469025882
von Hindenburg,0.0032013354006400485
Blanche Rousseau,0.0032096846692068197
Rua Nauva,0.003289105922200805
Rua Royal,0.003289105922200805
président Kennedy,0.0033003065930786533
Haute Autorité,0.0033216580127464032
RUE PAUL,0.003359998048660988
jean Brusselmans,0.003371724255246268
Tristan Bernard,0.0034156573287398386
grande naturalisation,0.0034480805667042756
Joseph Otto,0.0034585833751964623
général Mobutu,0.0034614704234226176
maréchal Pétain,0.0034662537386753794
prince Pierre,0.003467492018989856
Adriaan Mertens,0.003481811343766476
Chen Po-ta,0.0034967197556351123
général Soglo,0.003525518843300839
Nations Unies,0.0035436630966432254
Front national,0.0035776432347137278
général Neguib,0.00362599132558196
Etablissements Vikings,0.0037477451804912576
OWAL QUOTIDIEN,0.0037565064902921434
président Kennedy,0.0037969907561790288
Grande distinction,0.0038047656125524167
gouvernement slovaque,0.0038048533150724178
CHEQUES POSTAUX,0.0038143980924560026
POSTAUX POTUCITB,0.0038143980924560026
JOURNAL QUOTIDIEN,0.0038172973170013083
Conseil d’Etat,0.003827428822124928
Port Saïd,0.003837503270050013
JOURNAL QUOTIDIEN,0.003855975730943783
JOURNAL QUOTIDIEN,0.0038700416550458095
CHEQUES POSTAUX,0.0039008734897567248
Affaires étrangères,0.003900891153520739
JOUHNAL QUOTIDIEN,0.00390267451188005
JOURNAL QUOTIDIEN,0.003912289279769938
président Johnson,0.00392159766360014
peuple allemand,0.0039336163306644325
JOURNAL QUOTIDIEN,0.003971876372433683
EPREUVE Distinction,0.003974909240862728
AGENCE ROSSEL,0.003977778149085863
JOURNAL QUOTIDIEN,0.003981108860788748
HNAL QUOTIDIEN,0.0039886457258614914
JOURNAL QUOTIDIEN,0.00398926968729852
JOURNAL QUOTIDIEN,0.003998710219326778
JOURNAL QUOTIDIEN,0.004015990971849545
CHEQUES POSTAUX,0.004026663566353586
CHEQUES POSTAUX,0.004027817041126312
CHEQUES POSTAUX,0.004028051720630329
IOURNAL QUOTIDIEN,0.004030351100763706
GUICHET SPÉCIAL,0.00403202951663676
JOURNAL QUOTIDIEN,0.004033361120023712
JOURNAL QUOTIDIEN,0.0040347616448464475
JOURNAL QUOTIDIEN,0.004035274568724494
EMPLACEMENT EXCEPTIONNEL,0.0040501171961645445
Jan Palach,0.004055642493271296
Suisse Yougoslavie,0.004056617089219499
van Roey,0.00405769436067241
JOURNAL QUOTIDIEN,0.004059930159307745
JOURNAL QUOTIDIEN,0.004060784095573461
Bureau politique,0.004061123068982892
CHEQUES POSTAUX,0.004064696639307655
CHEQUES POSTAUX,0.004071383184055578
Marché commun,0.0040747569519659615
JOURNAL QUOTIDIEN,0.004074832210903756
IOURNAL QUOTIDIEN,0.004076098677527419
JOURNAL QUOTIDIEN,0.004083149276808598
AGENCE ROSSEL,0.004083149276808598
CHEQUES POSTAUX,0.004087432490653398
ÎOURNAL QUOTIDIEN,0.004089242944018767
cardinal Suenens,0.004095887121764165
Piys Bjj,0.004099551785936426
CHEQUES POSTAUX,0.004107037813305557
AGENCE ROSSEL,0.004124169574154939
AGENCE BOSSEL,0.004126705527648705
Profincc ABONNEMENTS,0.004128987375933464
JOURNAL QUOTIDIEN,0.004132460516531527
PAUL DEVAUX,0.004133376978572822
JOURNAL QUOTIDIEN,0.004134683314826156
JOURNAL QUOTIDIEN,0.004134936337724392
JOURNAL QUOTIDIEN,0.004135261213440053
CHEQUES POSTAUX,0.004135846249650221
LUES ÊÂR,0.004148024753568791
CHEQUES POSTAUX,0.004148935802901851
JOURNAL QUOTIDIEN,0.0041503273923570085
ANNEE VENDREDI,0.004151092870932979
New York,0.004151101247758049
CHEQUES POSTAUX,0.004151922267817169
Pierre Karageorgewitch,0.004154748834462006
CHEQUES POSTAUX,0.004165473516107885
AVONS DECOUVERT,0.004170364396202248
Politique coloniale,0.00417245164440335
CHEQUES POSTAUX,0.004173484446854917
CHEQUES POSTAUX,0.004174314698921955
JOURNAL QUOTIDIEN,0.004185138209416025
Province Pou,0.004190620144629735
IXQIQUS U'adr,0.00419070443288323
CHEQUES POSTAUX,0.004191773488891087
président Peron,0.004195047754690291
président Tshombe,0.004196939394032965
FLEURS Grèce,0.004198140001026047
JÔURNAL QUOTIDIEN,0.004198167790179321
JOURNAL QUOTIDIEN,0.004205615719131398
JOURNAL QUOTIDIEN,0.00420839766644669
Chambre syndicale,0.004216604773778126
naturalisation ordinaire,0.0042201166676542265
JOURNAL QUOTIDIEN,0.004227911732724949
REBELLES ALGERIENS,0.00423288461085057
CLASSES MOYENNES,0.004236024386990996
Charles Anciaux,0.004240678266072997
JOURNAL QUOTIDIEN,0.004243927743947831
TOURNAI QUOTIDIEN,0.004246350650877176
NUBIENNE Chronique,0.004247221348150455
arrêté royal,0.004249596766949221
CHEQUES POSTAUX,0.004251739292817963
PLACEMENT IDEAL,0.004254100764366859
ACENCE ROSSEL,0.004264564799188515
JOURNAL QUOTIDIEN,0.004266686719066916
JOURNAL QUOTIDIEN,0.004267345989545502
Air SIXIEME,0.004267411424873525
SIXIEME LISTE,0.004267411424873525
TOURNAI QUOTIDIEN,0.004267841057528472
Annonces Affichées,0.004268926161460999
JOURNAL QUOTIDIEN,0.004275705915308335
Bernard Shaw,0.004281895053918241
CHEQUES POSTAUX,0.004285302634984689
Banque Nationale,0.004285686104890205
Mtas CHEQUES,0.004287161878953195
José STREEL,0.004287848687499383
CHEQUES POSTAUX,0.004288728789731054
POSTAUX PUBLICITE,0.004288728789731054
AGENCE ROSSEL,0.004288728789731054
mouvement wallon,0.004291418855769947
CHEQUES POSTAUX,0.0043149455578267515
Wallonie libre,0.00431544724224106
reine Draga,0.004319399728646
Walter Reuther,0.004325001690913732
TOURNAI QUOTIDIEN,0.0043263104827716585
SOIR MERCREDI,0.00432913267095556
IDE PHOTOGRAMMETRIE,0.00433096266258218
WINSTON CHURCH,0.0043311499089548145
SOCIETE IDE,0.004342774294983778
Edouard Herriot,0.0043436932945610865
marché commun,0.004355329064580865
IOOBNAL QUOTIDIEN,0.004373668400905024
troupes allemandes,0.004375537552525011
LUC AINS,0.004379337885676249
SOIE VENDREDI,0.0043839865762518165
Frcddy Daniel,0.004391403210450405
Daniel YVONNE,0.004391403210450405
YVONNE LUC,0.004391403210450405
JOURNAL QUOTIDIEN,0.004395950127887687
CHRONIQUE MÉDICALE,0.004395994062767155
HENRI SPAAK,0.004400846755112409
Air Franco,0.004402220432216091
MÉDICALE THYRÔIDE,0.004409962511872917
Anciens Combattants,0.004412260806443009
SPAAK COMBATS,0.004425817268250024
COMBATS INACHEVES,0.004425817268250024
AGENCE ROSSEL,0.004444102770961211
TOURNAI QUOTIDIEN,0.004450278163360698
CHEQUES POSTAUX,0.0044564286626048106
EMPLACEMENT EXCEPTIONNEL,0.0044569988456622175
GUICHET SPÉCIAL,0.0044569988456622175
PAUL DEVAUX,0.004458142248492554
Van Acker,0.004461622514512247
COIN RUE,0.004469932509242483
RUE NEUVE,0.004469932509242483
JARDIN BOTANIQUE,0.004469932509242483
BOTANIQUE DÉPÔT,0.004469932509242483
NOTICE ENYOXE,0.004475754578713041
